item_id,parent_ids,mass_nominal_kg,mass_low_kg,mass_high_kg,material_class,prior_disposition,decomposition_action,priority,reason,next_step
ebf3_wire_feed_drive_roll_body,ebf3_wire_feed_drive_roll,0.22,0.11,0.44,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feed_drive_roll_groove_profile,ebf3_wire_feed_drive_roll,0.05,0.025,0.1,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feed_encoder_sensor_body,ebf3_wire_feed_encoder_sensor,0.14,0.056,0.35,electronic,expand_but_flag,import_as_leaf,medium,Electronic/control item has no trusted lunar electronics process route; direct import is more honest than pseudo-decomposition.,Count as Earth import in conservative simulation.
ebf3_wire_feed_encoder_target,ebf3_wire_feed_encoder_sensor,0.08,0.032,0.2,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_wire_feed_gearbox,ebf3_wire_feed_gearmotor,0.7,0.35,1.4,metal,expand_but_flag,defer_split_import_fallback,medium,"Small precision gearbox hides gears, shafts, bearings, seals, and lubricant; import is acceptable for first sim unless it dominates.",Use Earth import fallback first; split only if gearbox sensitivity matters.
ebf3_wire_feed_idler_arm,ebf3_wire_feed_pressure_arm,0.4,0.2,0.8,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feed_motor_body,ebf3_wire_feed_gearmotor,0.95,0.38,2.375,electronic,expand_but_flag,import_as_leaf,high,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_wire_feed_motor_clamp_insulator,ebf3_wire_feeder,0.2,0.066,0.6,insulator,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for voltage/current/dielectric rating; motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_wire_feed_motor_driver_stage,ebf3_wire_feed_control_module,0.3,0.12,0.75,electronic,keep_ebf3_leaf,import_as_leaf,medium,Complex electronic/optical/electron-gun item with low-confidence local capability; splitting now would be a large research task for limited first-sim value.,Count as Earth import in first simulation; split only if this import mass dominates the result.
ebf3_wire_feed_motor_housing,ebf3_wire_feed_gearmotor,0.2,0.08,0.5,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_wire_feed_motor_mount_clamp_alignment_pin_set,ebf3_wire_feed_motor_mount_clamp,0.04,0.016,0.1,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_wire_feed_motor_mount_clamp_fastener_set,ebf3_wire_feed_motor_mount_clamp,0.08,0.032,0.2,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_wire_feed_motor_mount_clamp_half_set,ebf3_wire_feed_motor_mount_clamp,0.28,0.112,0.7,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_wire_feed_pressure_arm_pivot_pin,ebf3_wire_feed_pressure_arm,0.04,0.02,0.08,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feed_pressure_roll,ebf3_wire_feed_pressure_arm,0.25,0.125,0.5,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feed_roll_bearing_set,ebf3_drive_roll_carrier,0.2,0.08,0.5,metal,expand_but_flag,defer_split_import_fallback,medium,"Precision mechanical part may be locally manufacturable eventually, but low mass or hidden tolerances make direct import acceptable for first sim.",Import for conservative first run; split into races/gears/shafts/lube only if sensitivity demands.
ebf3_wire_feeder_base_mounting_slot_set,ebf3_wire_feeder_base,0.36,0.18,0.72,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feeder_base_plate,ebf3_wire_feeder_base,1.8,0.9,3.6,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for stiffness/tolerance/interface fit.
ebf3_wire_feeder_base_standoff_set,ebf3_wire_feeder_base,0.7,0.35,1.4,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feeder_base_stiffener,ebf3_wire_feeder,0.4,0.2,0.8,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_feeder_feedthrough_air_side_connector,ebf3_wire_feeder_feedthrough_connector,0.05,0.0165,0.15,composite,keep_ebf3_leaf,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_wire_feeder_feedthrough_flange,ebf3_wire_feeder_feedthrough_connector,0.08,0.0264,0.24,metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_wire_feeder_feedthrough_insulator_body,ebf3_wire_feeder_feedthrough_connector,0.18,0.0594,0.54,ceramic,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_wire_feeder_feedthrough_motor_power_pin_set,ebf3_wire_feeder_feedthrough_connector,0.08,0.0264,0.24,conductive_metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_wire_feeder_feedthrough_shield_termination_interface,ebf3_wire_feeder_feedthrough_connector,0.03,0.0099,0.09,conductive_metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for voltage/current/dielectric rating; vacuum leak rate/outgassing.
ebf3_wire_feeder_feedthrough_signal_pin_set,ebf3_wire_feeder_feedthrough_connector,0.04,0.0132,0.12,conductive_metal,expand_but_flag,route_as_leaf,medium,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_wire_feeder_feedthrough_vacuum_side_connector,ebf3_wire_feeder_feedthrough_connector,0.05,0.0165,0.15,composite,keep_ebf3_leaf,import_as_leaf,medium,"Connector/terminal item is low-mass, mixed-material, and rating-sensitive; direct import avoids invented contact/body/dielectric manufacturing.",Count as Earth import for first run; split only for a later connector-specific study.
ebf3_wire_feeder_gun_bracket_alignment_pin_set,ebf3_wire_feeder_mount_to_gun_bracket,0.2,0.066,0.6,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for electron-beam geometry/thermal stability; stiffness/tolerance/interface fit.
ebf3_wire_feeder_gun_bracket_body,ebf3_wire_feeder_mount_to_gun_bracket,0.8,0.264,2.4,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for electron-beam geometry/thermal stability; stiffness/tolerance/interface fit.
ebf3_wire_feeder_gun_bracket_fastener_interface_set,ebf3_wire_feeder_mount_to_gun_bracket,0.2,0.066,0.6,metal,expand_but_flag,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for electron-beam geometry/thermal stability; stiffness/tolerance/interface fit.
ebf3_wire_inlet_guide,ebf3_wire_feeder,0.15,0.06,0.375,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_wire_outlet_guide_tube,ebf3_wire_feeder,0.25,0.1,0.625,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_wire_spool_core,ebf3_wire_spool,0.35,0.175,0.7,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_spool_flange_set,ebf3_wire_spool,0.35,0.175,0.7,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_wire_spool_retention_feature_set,ebf3_wire_spool,0.1,0.05,0.2,metal,keep_ebf3_leaf,route_as_leaf,medium,Simple material/function leaf; decomposition would add process detail but not change first-order import mass.,Route directly to KB material/process candidate.
ebf3_x_axis_ball_screw_shaft,ebf3_ball_screw_shafts,1,0.4,2.5,metal,expand_but_flag,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_y_axis_ball_screw_shaft,ebf3_ball_screw_shafts,1,0.4,2.5,metal,expand_but_flag,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_z_axis_ball_screw_shaft,ebf3_ball_screw_shafts,1,0.4,2.5,metal,expand_but_flag,route_as_leaf,high,Already split to a material/function leaf; process routing should use mass bounds plus performance gates rather than further BOM decomposition.,Proceed to KB process route classification with performance gate.
ebf3_z_axis_brake_body,ebf3_z_axis_brake,0.4,0.16,1,electronic,keep_ebf3_leaf,import_as_leaf,medium,Brake body leaf is marked electronic/complex and no same-level route exists; direct import is cleaner than guessing a decomposition.,Count brake body as Earth import for first sim.
ebf3_z_axis_brake_friction_disc,ebf3_z_axis_brake,0.2,0.08,0.5,composite,keep_ebf3_leaf,import_as_leaf,medium,Small composite friction part is specialized and material stack is unclear; importing is cheaper than decomposing for first sim.,Count as Earth import unless brake subsystem dominates sensitivity.
ebf3_z_axis_brake_mount,ebf3_z_axis_brake,0.2,0.08,0.5,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication; stiffness/tolerance/interface fit.
ebf3_z_axis_counterbalance_anchor_set,ebf3_z_axis_counterbalance,0.25,0.1,0.625,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
ebf3_z_axis_counterbalance_force_element,ebf3_z_axis_counterbalance,0.55,0.22,1.375,metal,keep_ebf3_leaf,split_implemented_parent,high,"Child BOM implemented under an explicit metal-spring baseline. This is an architecture assumption, not source-fixed geometry.",Route its child leaves in the post-split process route queue with architecture_assumption flag.
ebf3_z_axis_counterbalance_guide_or_link,ebf3_z_axis_counterbalance,0.2,0.08,0.5,metal,keep_ebf3_leaf,route_as_leaf,medium,"Single-material/function leaf; no further BOM split needed before process routing, but performance gates must remain explicit.",Route to material/process candidate with performance gate for motion tolerance/load/lubrication.
