item_id,parent_ids,name,current_mass_kg,mass_low_kg,mass_high_kg,unit,unit_kind,material_class,material_candidate,material_alternates,material_note,performance_checks,tolerance,surface_finish,sealing_quality,alignment_accuracy,existing_candidate,candidate_mass_kg,candidate_fit,candidate_note,suggested_decision,item_path
ebf3_motion_drive_power_stage_set,ebf3_motion_control_drive_module,EBF3 motion drive power stage set,1.1,0.55,2.2,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_motion_drive_power_stage_set.yaml
ebf3_motor_coupling_clamp_screw_set,ebf3_motor_couplings,EBF3 motor coupling clamp screw set,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_motor_coupling_clamp_screw_set.yaml
ebf3_motor_coupling_flexible_element_set,ebf3_motor_couplings,EBF3 motor coupling flexible element set,0.14,0.056,0.35,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,motion tolerance/load/lubrication,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_motor_coupling_flexible_element_set.yaml
ebf3_motor_coupling_hub_set,ebf3_motor_couplings,EBF3 motor coupling hub set,0.28,0.112,0.7,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_motor_coupling_hub_set.yaml
ebf3_motor_mount_bracket_fastener_interface_set,ebf3_motor_mount_brackets,EBF3 motor mount bracket fastener interface set,0.15,0.06,0.375,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_motor_mount_bracket_fastener_interface_set.yaml
ebf3_motor_mount_bracket_plate_set,ebf3_motor_mount_brackets,EBF3 motor mount bracket plate set,0.65,0.26,1.625,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_motor_mount_bracket_plate_set.yaml
ebf3_motor_mount_bracket_spacer_set,ebf3_motor_mount_brackets,EBF3 motor mount bracket spacer set,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,stepper_motor_precision,3,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_motor_mount_bracket_spacer_set.yaml
ebf3_moveable_build_platform_clamp_slot_set,ebf3_moveable_build_platform,EBF3 moveable build platform clamp slot set,0.7,0.35,1.4,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,stiffness/tolerance/interface fit,review_required,review_required,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_moveable_build_platform_clamp_slot_set.yaml
ebf3_moveable_build_platform_plate,ebf3_moveable_build_platform,EBF3 moveable build platform plate,5.6,2.8,11.2,unit,discrete,precision_metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",stiffness/tolerance/interface fit,review_required,review_required,,,metal_sheet_or_plate,1,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,reuse_with_accuracy_risk,kb/items/parts/ebf3_moveable_build_platform_plate.yaml
ebf3_moveable_build_platform_return_contact_pad,ebf3_moveable_build_platform,EBF3 moveable build platform return contact pad,0.4,0.2,0.8,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_moveable_build_platform_return_contact_pad.yaml
ebf3_multi_channel_driver_control_board,ebf3_multi_channel_driver_module,EBF3 multi channel driver control board,1.2,0.48,3,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_multi_channel_driver_control_board.yaml
ebf3_multi_channel_driver_enclosure,ebf3_multi_channel_driver_module,EBF3 multi channel driver enclosure,0.6,0.24,1.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,,,,,enclosure_electrical_medium,4,likely_reuse,Same-level enclosure if scale and environment pass review.,registered_not_enough_accuracy,kb/items/parts/ebf3_multi_channel_driver_enclosure.yaml
ebf3_multi_channel_heat_sink,ebf3_multi_channel_driver_module,EBF3 multi channel heat sink,1.2,0.6,2.4,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,thermal load/temperature rise,,,,,heat_sink_base_machined,4,likely_reuse,Same-level heat-sink hardware if heat load is modest.,registered_not_enough_accuracy,kb/items/parts/ebf3_multi_channel_heat_sink.yaml
ebf3_multi_channel_power_driver_stage_set,ebf3_multi_channel_driver_module,EBF3 multi channel power driver stage set,2.2,0.88,5.5,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_multi_channel_power_driver_stage_set.yaml
ebf3_positioning_axis_base_plate,ebf3_four_axis_positioning_system,EBF3 positioning axis base plate,3,1.2,7.5,unit,discrete,metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,metal_sheet_or_plate,1,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,reuse_with_accuracy_risk,kb/items/parts/ebf3_positioning_axis_base_plate.yaml
ebf3_positioning_base_frame_crossmember_set,ebf3_positioning_base_frame,EBF3 positioning base frame crossmember set,2.2,1.1,4.4,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,review_required,review_required,,,structural_frame_small_v0,12,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",reuse_with_accuracy_risk,kb/items/parts/ebf3_positioning_base_frame_crossmember_set.yaml
ebf3_positioning_base_frame_mounting_foot_set,ebf3_positioning_base_frame,EBF3 positioning base frame mounting foot set,0.8,0.4,1.6,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,review_required,review_required,,,structural_frame_small_v0,12,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",reuse_with_accuracy_risk,kb/items/parts/ebf3_positioning_base_frame_mounting_foot_set.yaml
ebf3_positioning_base_frame_rail_set,ebf3_positioning_base_frame,EBF3 positioning base frame rail set,4,2,8,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,review_required,review_required,,,structural_frame_small_v0,12,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",reuse_with_accuracy_risk,kb/items/parts/ebf3_positioning_base_frame_rail_set.yaml
ebf3_positioning_bellows_end_retainer_set,ebf3_positioning_bellows_cover,EBF3 positioning bellows end retainer set,0.18,0.09,0.36,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_positioning_bellows_end_retainer_set.yaml
ebf3_positioning_bellows_folded_cover,ebf3_positioning_bellows_cover,EBF3 positioning bellows folded cover,0.55,0.275,1.1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_positioning_bellows_folded_cover.yaml
ebf3_positioning_bellows_mounting_tab_set,ebf3_positioning_bellows_cover,EBF3 positioning bellows mounting tab set,0.07,0.035,0.14,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_positioning_bellows_mounting_tab_set.yaml
ebf3_positioning_feedthrough_air_side_connector,ebf3_positioning_electrical_feedthrough,EBF3 positioning feedthrough air-side connector,0.08,0.0264,0.24,unit,discrete,composite,copper_alloy_contact,ceramic_or_polymer_body,Contact/body materials should be split if closure matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,connector_electrical_multi_pin,0.1,accuracy_risk,"Pin count, seal, and rating assumptions are hidden.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_positioning_feedthrough_air_side_connector.yaml
ebf3_positioning_feedthrough_flange,ebf3_positioning_electrical_feedthrough,EBF3 positioning feedthrough flange,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_positioning_feedthrough_flange.yaml
ebf3_positioning_feedthrough_insulator_body,ebf3_positioning_electrical_feedthrough,EBF3 positioning feedthrough insulator body,0.4,0.132,1.2,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_positioning_feedthrough_insulator_body.yaml
ebf3_positioning_feedthrough_motor_power_pin_set,ebf3_positioning_electrical_feedthrough,EBF3 positioning feedthrough motor power pin set,0.18,0.0594,0.54,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing; motion tolerance/load/lubrication,review_required,review_required,review_required,review_required,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_positioning_feedthrough_motor_power_pin_set.yaml
ebf3_positioning_feedthrough_shield_termination_interface,ebf3_positioning_electrical_feedthrough,EBF3 positioning feedthrough shield termination interface,0.05,0.0165,0.15,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_positioning_feedthrough_shield_termination_interface.yaml
ebf3_positioning_feedthrough_signal_pin_set,ebf3_positioning_electrical_feedthrough,EBF3 positioning feedthrough signal pin set,0.08,0.0264,0.24,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,electrical_feedthrough_vacuum,1,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_positioning_feedthrough_signal_pin_set.yaml
ebf3_positioning_feedthrough_vacuum_side_connector,ebf3_positioning_electrical_feedthrough,EBF3 positioning feedthrough vacuum-side connector,0.08,0.0264,0.24,unit,discrete,composite,copper_alloy_contact,ceramic_or_polymer_body,Contact/body materials should be split if closure matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,review_required,review_required,,connector_electrical_multi_pin,0.1,accuracy_risk,"Pin count, seal, and rating assumptions are hidden.",needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_positioning_feedthrough_vacuum_side_connector.yaml
ebf3_positioning_motor_cable_insulation_set,ebf3_vacuum_compatible_motor_cabling,EBF3 positioning motor cable insulation set,0.24,0.0792,0.72,unit,discrete,polymer,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating; motion tolerance/load/lubrication,review_required,review_required,,review_required,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_motor_cable_insulation_set.yaml
ebf3_positioning_motor_cable_shield_set,ebf3_vacuum_compatible_motor_cabling,EBF3 positioning motor cable shield set,0.16,0.0528,0.48,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; motion tolerance/load/lubrication,review_required,review_required,,review_required,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_motor_cable_shield_set.yaml
ebf3_positioning_motor_cable_termination_set,ebf3_vacuum_compatible_motor_cabling,EBF3 positioning motor cable termination set,0.08,0.0264,0.24,unit,discrete,composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating; motion tolerance/load/lubrication,review_required,review_required,,review_required,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_motor_cable_termination_set.yaml
ebf3_positioning_motor_power_conductor_set,ebf3_vacuum_compatible_motor_cabling,EBF3 positioning motor power conductor set,0.32,0.1056,0.96,unit,discrete,metal,aluminum,copper,Use copper only when conductivity/size penalty matters.,voltage/current/dielectric rating; motion tolerance/load/lubrication,review_required,review_required,,review_required,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_motor_power_conductor_set.yaml
ebf3_positioning_signal_cable_insulation_set,ebf3_vacuum_compatible_signal_cabling,EBF3 positioning signal cable insulation set,0.2,0.066,0.6,unit,discrete,polymer,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_signal_cable_insulation_set.yaml
ebf3_positioning_signal_cable_shield_set,ebf3_vacuum_compatible_signal_cabling,EBF3 positioning signal cable shield set,0.18,0.0594,0.54,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_signal_cable_shield_set.yaml
ebf3_positioning_signal_cable_termination_set,ebf3_vacuum_compatible_signal_cabling,EBF3 positioning signal cable termination set,0.08,0.0264,0.24,unit,discrete,composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,,,,,assembled_cable_harness,5,accuracy_risk,"Length, shield, insulation, and rating need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_signal_cable_termination_set.yaml
ebf3_positioning_signal_conductor_set,ebf3_vacuum_compatible_signal_cabling,EBF3 positioning signal conductor set,0.24,0.0792,0.72,unit,discrete,metal,aluminum,copper,Use copper only when conductivity/size penalty matters.,voltage/current/dielectric rating,,,,,electrical_wire_and_connectors,1,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",registered_not_enough_accuracy,kb/items/parts/ebf3_positioning_signal_conductor_set.yaml
ebf3_power_electronics_cooling_duct_or_line_set,ebf3_power_electronics_thermal_management,EBF3 power electronics cooling duct or line set,0.7,0.35,1.4,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,thermal load/temperature rise,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_power_electronics_cooling_duct_or_line_set.yaml
ebf3_power_electronics_cooling_plate_set,ebf3_power_electronics_thermal_management,EBF3 power electronics cooling plate set,2,1,4,unit,discrete,metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",thermal load/temperature rise; stiffness/tolerance/interface fit,review_required,review_required,,,metal_sheet_or_plate,1,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,reuse_with_accuracy_risk,kb/items/parts/ebf3_power_electronics_cooling_plate_set.yaml
ebf3_power_electronics_fan_or_pump_module,ebf3_power_electronics_thermal_management,EBF3 power electronics fan or pump module,1.5,0.6,3.75,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_power_electronics_fan_or_pump_module.yaml
ebf3_power_electronics_heat_sink_set,ebf3_power_electronics_thermal_management,EBF3 power electronics heat sink set,3,1.5,6,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,thermal load/temperature rise,,,,,heat_sink_base_machined,4,likely_reuse,Same-level heat-sink hardware if heat load is modest.,registered_not_enough_accuracy,kb/items/parts/ebf3_power_electronics_heat_sink_set.yaml
ebf3_power_electronics_thermal_interface_set,ebf3_power_electronics_thermal_management,EBF3 power electronics thermal interface set,0.8,0.4,1.6,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,thermal load/temperature rise,,,,,thermal_interface_material,0.1,likely_reuse,Material proxy; check temperature and vacuum/outgassing.,needs_decomposition_or_dedicated_readiness,kb/items/parts/ebf3_power_electronics_thermal_interface_set.yaml
ebf3_power_input_gland_body,ebf3_power_input_cable_gland,EBF3 power input gland body,0.5,0.25,1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_power_input_gland_body.yaml
ebf3_power_input_gland_seal,ebf3_power_input_cable_gland,EBF3 power input gland seal,0.3,0.099,0.9,unit,discrete,polymer,silicone_rubber,metal_gasket,Vacuum/oil compatibility decides final material.,vacuum leak rate/outgassing,,review_required,review_required,,vacuum_seal_assembly,5,accuracy_risk,Seal geometry/material/leak rate are hidden.,reuse_with_accuracy_risk,kb/items/parts/ebf3_power_input_gland_seal.yaml
ebf3_pressure_adjustment_knob_body,ebf3_pressure_adjustment_knob,EBF3 pressure adjustment knob body,0.13,0.065,0.26,unit,discrete,polymer,steel,ceramic,Simple hardware; choose ceramic for heat/electrical isolation.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_pressure_adjustment_knob_body.yaml
ebf3_pressure_adjustment_threaded_insert,ebf3_pressure_adjustment_knob,EBF3 pressure adjustment threaded insert,0.07,0.035,0.14,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_pressure_adjustment_threaded_insert.yaml
ebf3_pressure_spring,ebf3_wire_feeder,EBF3 pressure spring,0.3,0.15,0.6,unit,discrete,metal,spring_steel,,Elastic performance dominates material selection.,basic function/material/scale,,,,,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_pressure_spring.yaml
ebf3_primary_transformer_core,ebf3_primary_isolation_transformer,EBF3 primary transformer core,1.5,0.6,3.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,,,,,transformer_core,15,accuracy_risk,Core geometry and lamination material need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_primary_transformer_core.yaml
ebf3_primary_transformer_insulation_set,ebf3_primary_isolation_transformer,EBF3 primary transformer insulation set,0.6,0.24,1.5,unit,discrete,insulator,insulator,,Current material_class is the starting point.,circuit function/rating,,,,,high_voltage_transformer,20,accuracy_risk,Voltage class and insulation package need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_primary_transformer_insulation_set.yaml
ebf3_primary_transformer_mount,ebf3_primary_isolation_transformer,EBF3 primary transformer mount,0.6,0.24,1.5,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,circuit function/rating; stiffness/tolerance/interface fit,review_required,review_required,,,high_voltage_transformer,20,accuracy_risk,Voltage class and insulation package need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_primary_transformer_mount.yaml
ebf3_primary_transformer_winding_set,ebf3_primary_isolation_transformer,EBF3 primary transformer winding set,1.3,0.52,3.25,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,,,,,high_voltage_transformer,20,accuracy_risk,Voltage class and insulation package need scaling.,reuse_with_accuracy_risk,kb/items/parts/ebf3_primary_transformer_winding_set.yaml
ebf3_realtime_processor_board,ebf3_realtime_control_processor,EBF3 realtime processor board,0.55,0.22,1.375,unit,discrete,electronic,electronics_board_proxy,imported_electronics,Needs electronics readiness/import decision.,circuit function/rating,,,,,,,none,No same-level existing KB candidate found by rule.,needs_decomposition_or_import_decision,kb/items/parts/ebf3_realtime_processor_board.yaml
ebf3_realtime_processor_connector_set,ebf3_realtime_control_processor,EBF3 realtime processor connector set,0.2,0.066,0.6,unit,discrete,electronic,copper_alloy_contact,ceramic_or_polymer_body,Contact/body materials should be split if closure matters.,voltage/current/dielectric rating; circuit function/rating,,,,,connector_electrical_multi_pin,0.1,accuracy_risk,"Pin count, seal, and rating assumptions are hidden.",registered_not_enough_accuracy,kb/items/parts/ebf3_realtime_processor_connector_set.yaml
ebf3_ripple_inductor_core,ebf3_ripple_damping_inductor,EBF3 ripple inductor core,0.35,0.14,0.875,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,,,,,inductor_filter_large,2,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_ripple_inductor_core.yaml
ebf3_ripple_inductor_insulation_set,ebf3_ripple_damping_inductor,EBF3 ripple inductor insulation set,0.12,0.048,0.3,unit,discrete,insulator,insulator,,Current material_class is the starting point.,circuit function/rating,,,,,inductor_filter_large,2,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_ripple_inductor_insulation_set.yaml
ebf3_ripple_inductor_mount,ebf3_ripple_damping_inductor,EBF3 ripple inductor mount,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,circuit function/rating; stiffness/tolerance/interface fit,review_required,review_required,,,inductor_filter_large,2,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_ripple_inductor_mount.yaml
ebf3_ripple_inductor_winding,ebf3_ripple_damping_inductor,EBF3 ripple inductor winding,0.45,0.18,1.125,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,circuit function/rating,,,,,inductor_filter_large,2,accuracy_risk,"Core, winding, insulation, and rating assumptions are hidden.",reuse_with_accuracy_risk,kb/items/parts/ebf3_ripple_inductor_winding.yaml
ebf3_rotary_axis_bearing_inner_ring,ebf3_rotary_axis_bearing,EBF3 rotary axis bearing inner ring,1.1,0.44,2.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,bearing_set_heavy,4,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_axis_bearing_inner_ring.yaml
ebf3_rotary_axis_bearing_outer_ring,ebf3_rotary_axis_bearing,EBF3 rotary axis bearing outer ring,1.3,0.52,3.25,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,bearing_set_heavy,4,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_axis_bearing_outer_ring.yaml
ebf3_rotary_axis_bearing_retainer,ebf3_rotary_axis_bearing,EBF3 rotary axis bearing retainer,0.4,0.16,1,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,motion tolerance/load/lubrication,review_required,review_required,,review_required,bearing_set_heavy,4,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_axis_bearing_retainer.yaml
ebf3_rotary_axis_bearing_rolling_element_set,ebf3_rotary_axis_bearing,EBF3 rotary axis bearing rolling element set,1.2,0.48,3,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,bearing_set_heavy,4,accuracy_risk,"Load, runout, lubrication, and vacuum compatibility need review.",reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_axis_bearing_rolling_element_set.yaml
ebf3_rotary_axis_table_hub,ebf3_rotary_axis_table,EBF3 rotary axis table hub,1.4,0.56,3.5,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_rotary_axis_table_hub.yaml
ebf3_rotary_axis_table_mounting_pattern,ebf3_rotary_axis_table,EBF3 rotary axis table mounting pattern,0.6,0.24,1.5,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,review_required,review_required,,review_required,,,none,No same-level existing KB candidate found by rule.,create_leaf_choose_material,kb/items/parts/ebf3_rotary_axis_table_mounting_pattern.yaml
ebf3_rotary_axis_table_plate,ebf3_rotary_axis_table,EBF3 rotary axis table plate,3,1.2,7.5,unit,discrete,precision_metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",motion tolerance/load/lubrication; stiffness/tolerance/interface fit,review_required,review_required,,review_required,metal_sheet_or_plate,1,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,reuse_with_accuracy_risk,kb/items/parts/ebf3_rotary_axis_table_plate.yaml
