item_id,name,mass_kg,policy,route_decision,material_before,material,primary_process_id,decomposition_action,process_risk_level,process_risk_type,process_risk_reason,item_path
ebf3_multi_channel_driver_control_board,EBF3 multi channel driver control board,1.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_multi_channel_driver_control_board.yaml
ebf3_multi_channel_driver_enclosure,EBF3 multi channel driver enclosure,0.6,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_multi_channel_driver_enclosure.yaml
ebf3_multi_channel_heat_sink,EBF3 multi channel heat sink,1.2,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_multi_channel_heat_sink.yaml
ebf3_multi_channel_output_terminal_set,EBF3 multi channel output terminal set,0.8,import_nominal,earth_import,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_multi_channel_output_terminal_set.yaml
ebf3_multi_channel_power_driver_stage_set,EBF3 multi channel power driver stage set,2.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_multi_channel_power_driver_stage_set.yaml
ebf3_positioning_axis_base_plate,EBF3 positioning axis base plate,3.0,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_positioning_axis_base_plate.yaml
ebf3_positioning_base_frame_crossmember_set,EBF3 positioning base frame crossmember set,2.2,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_positioning_base_frame_crossmember_set.yaml
ebf3_positioning_base_frame_mounting_foot_set,EBF3 positioning base frame mounting foot set,0.8,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_positioning_base_frame_mounting_foot_set.yaml
ebf3_positioning_base_frame_rail_set,EBF3 positioning base frame rail set,4.0,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_positioning_base_frame_rail_set.yaml
ebf3_positioning_bellows_end_retainer_set,EBF3 positioning bellows end retainer set,0.18,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_positioning_bellows_end_retainer_set.yaml
ebf3_positioning_bellows_folded_cover,EBF3 positioning bellows folded cover,0.55,import_until_gap_resolved,route_gap,steel,steel,metal_spinning_process_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_positioning_bellows_folded_cover.yaml
ebf3_positioning_bellows_mounting_tab_set,EBF3 positioning bellows mounting tab set,0.07,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_positioning_bellows_mounting_tab_set.yaml
ebf3_positioning_feedthrough_air_side_connector,EBF3 positioning feedthrough air-side connector,0.08,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_positioning_feedthrough_air_side_connector.yaml
ebf3_positioning_feedthrough_flange,EBF3 positioning feedthrough flange,0.2,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_positioning_feedthrough_flange.yaml
ebf3_positioning_feedthrough_insulator_body,EBF3 positioning feedthrough insulator body,0.4,import_until_gap_resolved,route_gap,ceramic,ceramic,electrical_feedthrough_vacuum_fabrication_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_positioning_feedthrough_insulator_body.yaml
ebf3_positioning_feedthrough_motor_power_pin_set,EBF3 positioning feedthrough motor power pin set,0.18,import_until_gap_resolved,route_gap,conductive_metal,kovar_or_copper_alloy,electrical_feedthrough_vacuum_fabrication_v0,updated_material,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_positioning_feedthrough_motor_power_pin_set.yaml
ebf3_positioning_feedthrough_shield_termination_interface,EBF3 positioning feedthrough shield termination interface,0.05,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,machining_basic_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_positioning_feedthrough_shield_termination_interface.yaml
ebf3_positioning_feedthrough_signal_pin_set,EBF3 positioning feedthrough signal pin set,0.08,import_nominal,earth_import,conductive_metal,kovar_or_copper_alloy,import_receiving_basic_v0,updated_material,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_positioning_feedthrough_signal_pin_set.yaml
ebf3_positioning_feedthrough_vacuum_side_connector,EBF3 positioning feedthrough vacuum-side connector,0.08,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_positioning_feedthrough_vacuum_side_connector.yaml
ebf3_positioning_motor_cable_insulation_set,EBF3 positioning motor cable insulation set,0.24,import_nominal,earth_import,polymer,polymer_dielectric,import_receiving_basic_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_positioning_motor_cable_insulation_set.yaml
ebf3_positioning_motor_cable_shield_set,EBF3 positioning motor cable shield set,0.16,import_until_gap_resolved,route_gap,steel_or_aluminum,aluminum,sheet_metal_cutting_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_positioning_motor_cable_shield_set.yaml
ebf3_positioning_motor_cable_termination_set,EBF3 positioning motor cable termination set,0.08,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_positioning_motor_cable_termination_set.yaml
ebf3_positioning_motor_power_conductor_set,EBF3 positioning motor power conductor set,0.32,import_until_gap_resolved,route_gap,aluminum,aluminum,metal_wire_drawing_process_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_positioning_motor_power_conductor_set.yaml
ebf3_positioning_signal_cable_insulation_set,EBF3 positioning signal cable insulation set,0.2,import_nominal,earth_import,polymer,polymer_dielectric,import_receiving_basic_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_positioning_signal_cable_insulation_set.yaml
ebf3_positioning_signal_cable_shield_set,EBF3 positioning signal cable shield set,0.18,import_until_gap_resolved,route_gap,steel_or_aluminum,aluminum,wire_forming_process_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_positioning_signal_cable_shield_set.yaml
ebf3_positioning_signal_cable_termination_set,EBF3 positioning signal cable termination set,0.08,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_positioning_signal_cable_termination_set.yaml
ebf3_positioning_signal_conductor_set,EBF3 positioning signal conductor set,0.24,import_until_gap_resolved,route_gap,aluminum,aluminum,wire_drawing_aluminum_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_positioning_signal_conductor_set.yaml
ebf3_power_electronics_cold_plate_port_interface_set,EBF3 power electronics cold plate port interface set,0.3,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but thermal contact, leak/seal choice, surface flatness, and remote-interface topology qualification are not closed.",kb/items/parts/ebf3_power_electronics_cold_plate_port_interface_set.yaml
ebf3_power_electronics_conductive_cooling_line_or_strap_set,EBF3 power electronics conductive cooling line or strap set,0.3,local_nominal,lunar_candidate,aluminum,aluminum,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_power_electronics_conductive_cooling_line_or_strap_set.yaml
ebf3_power_electronics_cooling_line_support_clamp_set,EBF3 power electronics cooling line support clamp set,0.1,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_power_electronics_cooling_line_support_clamp_set.yaml
ebf3_power_electronics_cooling_plate_set,EBF3 power electronics cooling plate set,2.0,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_power_electronics_cooling_plate_set.yaml
ebf3_power_electronics_fan_or_pump_module,EBF3 power electronics fan or pump module,1.5,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_power_electronics_fan_or_pump_module.yaml
ebf3_power_electronics_heat_sink_set,EBF3 power electronics heat sink set,3.0,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_power_electronics_heat_sink_set.yaml
ebf3_power_electronics_thermal_interface_set,EBF3 power electronics thermal interface set,0.8,import_until_gap_resolved,route_gap,composite,thermal_interface_composite,thermal_interface_material_synthesis_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_power_electronics_thermal_interface_set.yaml
ebf3_power_input_cable_conductor_set,EBF3 power input cable conductor set,0.7,import_until_gap_resolved,route_gap,aluminum_or_copper_conductor,aluminum,wire_drawing_aluminum_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_power_input_cable_conductor_set.yaml
ebf3_power_input_cable_insulation_set,EBF3 power input cable insulation set,0.5,import_nominal,earth_import,polymer,polymer_dielectric,import_receiving_basic_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_power_input_cable_insulation_set.yaml
ebf3_power_input_gland_body,EBF3 power input gland body,0.5,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_power_input_gland_body.yaml
ebf3_power_input_gland_seal,EBF3 power input gland seal,0.3,import_nominal,earth_import,polymer,vacuum_elastomer_or_metal_gasket,silicone_rubber_vulcanization_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_power_input_gland_seal.yaml
ebf3_pressure_adjustment_knob_body,EBF3 pressure adjustment knob body,0.13,local_nominal,lunar_candidate,polymer,polymer,machining_basic_v0,no_material_change,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_pressure_adjustment_knob_body.yaml
ebf3_pressure_adjustment_threaded_insert,EBF3 pressure adjustment threaded insert,0.07,local_nominal,lunar_candidate,steel,steel,steel_shaft_machining_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_pressure_adjustment_threaded_insert.yaml
ebf3_pressure_spring,EBF3 pressure spring,0.3,import_until_gap_resolved,route_gap,steel,steel,metal_forming_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_pressure_spring.yaml
ebf3_primary_transformer_core,EBF3 primary transformer core,1.5,import_until_gap_resolved,route_gap,electrical_steel_or_soft_iron,electrical_steel_or_soft_iron,electrical_steel_production_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_primary_transformer_core.yaml
ebf3_primary_transformer_insulation_set,EBF3 primary transformer insulation set,0.6,import_nominal,earth_import,insulator,polymer_dielectric,coil_insulation_production_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_primary_transformer_insulation_set.yaml
ebf3_primary_transformer_mount,EBF3 primary transformer mount,0.6,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_primary_transformer_mount.yaml
ebf3_primary_transformer_winding_set,EBF3 primary transformer winding set,1.3,import_until_gap_resolved,route_gap,aluminum,aluminum,spool_winding_basic_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_primary_transformer_winding_set.yaml
ebf3_realtime_processor_board,EBF3 realtime processor board,0.55,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_realtime_processor_board.yaml
ebf3_realtime_processor_connector_set,EBF3 realtime processor connector set,0.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_realtime_processor_connector_set.yaml
ebf3_realtime_processor_enclosure,EBF3 realtime processor enclosure,0.25,local_nominal,lunar_candidate,steel,steel,sheet_metal_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_realtime_processor_enclosure.yaml
ebf3_ripple_inductor_core,EBF3 ripple inductor core,0.35,import_until_gap_resolved,route_gap,electrical_steel_or_soft_iron,electrical_steel_or_soft_iron,electrical_steel_production_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_ripple_inductor_core.yaml
ebf3_ripple_inductor_insulation_set,EBF3 ripple inductor insulation set,0.12,import_nominal,earth_import,insulator,polymer_dielectric,coil_insulation_production_v0,updated_material,high,polymer_or_special_chemistry,"Polymer, elastomer, oil, TIM, and friction materials depend on organics/special chemistry and vacuum/HV qualification.",kb/items/parts/ebf3_ripple_inductor_insulation_set.yaml
ebf3_ripple_inductor_mount,EBF3 ripple inductor mount,0.08,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_ripple_inductor_mount.yaml
ebf3_ripple_inductor_winding,EBF3 ripple inductor winding,0.45,import_until_gap_resolved,route_gap,aluminum,aluminum,spool_winding_basic_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_ripple_inductor_winding.yaml
ebf3_rotary_axis_bearing_inner_ring,EBF3 rotary axis bearing inner ring,1.1,import_until_gap_resolved,route_gap,bearing_steel,bearing_steel,precision_grinding_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_rotary_axis_bearing_inner_ring.yaml
ebf3_rotary_axis_bearing_outer_ring,EBF3 rotary axis bearing outer ring,1.3,import_until_gap_resolved,route_gap,bearing_steel,bearing_steel,bearing_set_heavy_production_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_rotary_axis_bearing_outer_ring.yaml
ebf3_rotary_axis_bearing_retainer,EBF3 rotary axis bearing retainer,0.4,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_rotary_axis_bearing_retainer.yaml
ebf3_rotary_axis_bearing_rolling_element_set,EBF3 rotary axis bearing rolling element set,1.2,import_until_gap_resolved,route_gap,bearing_steel,bearing_steel,bearing_set_heavy_production_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_rotary_axis_bearing_rolling_element_set.yaml
ebf3_rotary_axis_table_hub,EBF3 rotary axis table hub,1.4,sensitivity_flag,lunar_candidate_flagged,precision_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_rotary_axis_table_hub.yaml
ebf3_rotary_axis_table_mounting_pattern,EBF3 rotary axis table mounting pattern,0.6,local_nominal,lunar_candidate,precision_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_rotary_axis_table_mounting_pattern.yaml
ebf3_rotary_axis_table_plate,EBF3 rotary axis table plate,3.0,sensitivity_flag,lunar_candidate_flagged,precision_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_rotary_axis_table_plate.yaml
ebf3_rotary_encoder_read_head,EBF3 rotary encoder read head,0.22,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_rotary_encoder_read_head.yaml
ebf3_rotary_encoder_scale_ring,EBF3 rotary encoder scale ring,0.18,import_nominal,earth_import,glass,glass,import_receiving_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_rotary_encoder_scale_ring.yaml
ebf3_rotary_encoder_signal_lead,EBF3 rotary encoder signal lead,0.1,import_nominal,earth_import,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_rotary_encoder_signal_lead.yaml
ebf3_rotary_worm_shaft,EBF3 rotary worm shaft,1.5,import_until_gap_resolved,defer_split_import_fallback,hardened_steel,hardened_steel,import_receiving_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_rotary_worm_shaft.yaml
ebf3_rotary_worm_wheel,EBF3 rotary worm wheel,2.0,import_until_gap_resolved,defer_split_import_fallback,bronze_or_hardened_steel,bronze,import_receiving_basic_v0,updated_material,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_rotary_worm_wheel.yaml
ebf3_safety_logic_board,EBF3 safety logic board,0.55,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_safety_logic_board.yaml
ebf3_safety_logic_enclosure,EBF3 safety logic enclosure,0.25,local_nominal,lunar_candidate,steel,steel,sheet_metal_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_safety_logic_enclosure.yaml
ebf3_safety_logic_terminal_block_set,EBF3 safety logic terminal block set,0.25,import_nominal,earth_import,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_safety_logic_terminal_block_set.yaml
ebf3_safety_relay_or_interlock_set,EBF3 safety relay or interlock set,0.45,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_safety_relay_or_interlock_set.yaml
ebf3_sensor_interface_board,EBF3 sensor interface board,0.35,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_sensor_interface_board.yaml
ebf3_sensor_interface_connector_set,EBF3 sensor interface connector set,0.1,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_sensor_interface_connector_set.yaml
ebf3_sensor_interface_shield,EBF3 sensor interface shield,0.05,local_nominal,lunar_candidate,aluminum,aluminum,sheet_metal_fabrication_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_sensor_interface_shield.yaml
ebf3_sensor_signal_conditioning_front_end,EBF3 sensor signal conditioning front end,0.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_sensor_signal_conditioning_front_end.yaml
ebf3_spatter_shield_mounting_tab_set,EBF3 spatter shield mounting tab set,0.15,local_nominal,lunar_candidate,steel_or_aluminum,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spatter_shield_mounting_tab_set.yaml
ebf3_spatter_shield_panel_set,EBF3 spatter shield panel set,1.1,local_nominal,lunar_candidate,steel,steel,sheet_metal_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spatter_shield_panel_set.yaml
ebf3_spatter_shield_retainer_set,EBF3 spatter shield retainer set,0.25,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spatter_shield_retainer_set.yaml
ebf3_spool_brake_adjuster_knob,EBF3 spool brake adjuster knob,0.07,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spool_brake_adjuster_knob.yaml
ebf3_spool_brake_adjuster_lock_nut,EBF3 spool brake adjuster lock nut,0.03,local_nominal,lunar_candidate,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spool_brake_adjuster_lock_nut.yaml
ebf3_spool_brake_adjuster_screw,EBF3 spool brake adjuster screw,0.1,local_nominal,lunar_candidate,steel,steel,fastener_kit_small_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spool_brake_adjuster_screw.yaml
ebf3_spool_brake_washer,EBF3 spool brake washer,0.08,sensitivity_flag,lunar_candidate_flagged,steel,steel,sheet_metal_cutting_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spool_brake_washer.yaml
ebf3_spool_hub,EBF3 spool hub,0.6,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_spool_hub.yaml
ebf3_spool_retaining_ring,EBF3 spool retaining ring,0.03,import_until_gap_resolved,route_gap,steel,steel,machining_basic_v0,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_spool_retaining_ring.yaml
ebf3_spool_support_shaft,EBF3 spool support shaft,0.5,sensitivity_flag,lunar_candidate_flagged,steel,steel,steel_shaft_machining_v1,no_material_change,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_spool_support_shaft.yaml
