batch_id,item_id,parent_ids,source_queue_type,mass_nominal_kg,mass_low_kg,mass_high_kg,unit,unit_kind,material_class,material_hint,material_alternates,material_note,performance_checks,existing_candidate,candidate_fit,candidate_note,architecture_assumption,item_path
route_batch_04,ebf3_thermal_imager_housing,ebf3_thermal_imaging_monitoring_system,existing_route_as_leaf,0.2,0.1,0.4,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,thermal load/temperature rise,enclosure_electrical_medium,accuracy_risk,Housing geometry and interface assumptions are hidden.,,kb/items/parts/ebf3_thermal_imager_housing.yaml
route_batch_01,ebf3_thermal_isolation_standoff_body_set,ebf3_thermal_isolation_standoffs,existing_route_as_leaf,0.3,0.15,0.6,unit,discrete,insulator,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,thermal load/temperature rise,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_thermal_isolation_standoff_body_set.yaml
route_batch_02,ebf3_thermal_isolation_standoff_fastener_interface_set,ebf3_thermal_isolation_standoffs,existing_route_as_leaf,0.04,0.02,0.08,unit,discrete,metal,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,thermal load/temperature rise,thermal_interface_material,likely_reuse,Material proxy; check temperature and vacuum/outgassing.,,kb/items/parts/ebf3_thermal_isolation_standoff_fastener_interface_set.yaml
route_batch_03,ebf3_thermal_isolation_standoff_washer_set,ebf3_thermal_isolation_standoffs,existing_route_as_leaf,0.06,0.03,0.12,unit,discrete,insulator,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,thermal load/temperature rise,fastener_kit_medium,likely_reuse,Generic washer/fastener kit is acceptable unless material is special.,,kb/items/parts/ebf3_thermal_isolation_standoff_washer_set.yaml
route_batch_04,ebf3_transformer_insulation_barrier_set,ebf3_transformer_insulation_spacers,existing_route_as_leaf,0.6,0.24,1.5,unit,discrete,insulator,insulator,,Current material_class is the starting point.,circuit function/rating,high_voltage_transformer,accuracy_risk,Voltage class and insulation package need scaling.,,kb/items/parts/ebf3_transformer_insulation_barrier_set.yaml
route_batch_01,ebf3_transformer_spacer_post_set,ebf3_transformer_insulation_spacers,existing_route_as_leaf,0.4,0.16,1,unit,discrete,insulator,steel,aluminum; alumina_ceramic,Choose ceramic if electrical/thermal isolation matters.,circuit function/rating,high_voltage_transformer,accuracy_risk,Voltage class and insulation package need scaling.,,kb/items/parts/ebf3_transformer_spacer_post_set.yaml
route_batch_02,ebf3_positioning_motor_cable_insulation_set,ebf3_vacuum_compatible_motor_cabling,existing_route_as_leaf,0.24,0.0792,0.72,unit,discrete,polymer,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating; motion tolerance/load/lubrication,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_positioning_motor_cable_insulation_set.yaml
route_batch_03,ebf3_positioning_motor_cable_shield_set,ebf3_vacuum_compatible_motor_cabling,existing_route_as_leaf,0.16,0.0528,0.48,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; motion tolerance/load/lubrication,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_positioning_motor_cable_shield_set.yaml
route_batch_04,ebf3_positioning_motor_power_conductor_set,ebf3_vacuum_compatible_motor_cabling,existing_route_as_leaf,0.32,0.1056,0.96,unit,discrete,metal,aluminum,copper,Use copper only when conductivity/size penalty matters.,voltage/current/dielectric rating; motion tolerance/load/lubrication,electrical_wire_and_connectors,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",,kb/items/parts/ebf3_positioning_motor_power_conductor_set.yaml
route_batch_01,ebf3_positioning_signal_cable_insulation_set,ebf3_vacuum_compatible_signal_cabling,existing_route_as_leaf,0.2,0.066,0.6,unit,discrete,polymer,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_positioning_signal_cable_insulation_set.yaml
route_batch_02,ebf3_positioning_signal_cable_shield_set,ebf3_vacuum_compatible_signal_cabling,existing_route_as_leaf,0.18,0.0594,0.54,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_positioning_signal_cable_shield_set.yaml
route_batch_03,ebf3_positioning_signal_conductor_set,ebf3_vacuum_compatible_signal_cabling,existing_route_as_leaf,0.24,0.0792,0.72,unit,discrete,metal,aluminum,copper,Use copper only when conductivity/size penalty matters.,voltage/current/dielectric rating,electrical_wire_and_connectors,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",,kb/items/parts/ebf3_positioning_signal_conductor_set.yaml
route_batch_04,ebf3_visible_camera_housing,ebf3_visible_camera,existing_route_as_leaf,0.3,0.15,0.6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,machine_vision_camera_v0,accuracy_risk,"Sensor, lens, thermal/vacuum environment need review.",,kb/items/parts/ebf3_visible_camera_housing.yaml
route_batch_01,ebf3_wire_feed_control_shield,ebf3_wire_feed_control_module,existing_route_as_leaf,0.1,0.05,0.2,unit,discrete,metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feed_control_shield.yaml
route_batch_02,ebf3_wire_feed_drive_roll_body,ebf3_wire_feed_drive_roll,existing_route_as_leaf,0.22,0.11,0.44,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feed_drive_roll_body.yaml
route_batch_03,ebf3_wire_feed_drive_roll_groove_profile,ebf3_wire_feed_drive_roll,existing_route_as_leaf,0.05,0.025,0.1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feed_drive_roll_groove_profile.yaml
route_batch_04,ebf3_wire_feed_encoder_target,ebf3_wire_feed_encoder_sensor,existing_route_as_leaf,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,encoder_rotary_incremental,accuracy_risk,"Resolution, vacuum, and mounting assumptions are hidden.",,kb/items/parts/ebf3_wire_feed_encoder_target.yaml
route_batch_01,ebf3_wire_feed_motor_housing,ebf3_wire_feed_gearmotor,existing_route_as_leaf,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_wire_feed_motor_housing.yaml
route_batch_02,ebf3_wire_feed_motor_mount_clamp_alignment_pin_set,ebf3_wire_feed_motor_mount_clamp,existing_route_as_leaf,0.04,0.016,0.1,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_wire_feed_motor_mount_clamp_alignment_pin_set.yaml
route_batch_03,ebf3_wire_feed_motor_mount_clamp_fastener_set,ebf3_wire_feed_motor_mount_clamp,existing_route_as_leaf,0.08,0.032,0.2,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_wire_feed_motor_mount_clamp_fastener_set.yaml
route_batch_04,ebf3_wire_feed_motor_mount_clamp_half_set,ebf3_wire_feed_motor_mount_clamp,existing_route_as_leaf,0.28,0.112,0.7,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_wire_feed_motor_mount_clamp_half_set.yaml
route_batch_01,ebf3_wire_feed_idler_arm,ebf3_wire_feed_pressure_arm,existing_route_as_leaf,0.4,0.2,0.8,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feed_idler_arm.yaml
route_batch_02,ebf3_wire_feed_pressure_arm_pivot_pin,ebf3_wire_feed_pressure_arm,existing_route_as_leaf,0.04,0.02,0.08,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feed_pressure_arm_pivot_pin.yaml
route_batch_03,ebf3_wire_feed_pressure_roll,ebf3_wire_feed_pressure_arm,existing_route_as_leaf,0.25,0.125,0.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feed_pressure_roll.yaml
route_batch_04,ebf3_drive_roll_carrier_spacer,ebf3_wire_feeder,existing_route_as_leaf,0.1,0.05,0.2,unit,discrete,metal,steel,aluminum; alumina_ceramic,Choose ceramic if electrical/thermal isolation matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_drive_roll_carrier_spacer.yaml
route_batch_01,ebf3_pressure_spring,ebf3_wire_feeder,existing_route_as_leaf,0.3,0.15,0.6,unit,discrete,metal,spring_steel,,Elastic performance dominates material selection.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_pressure_spring.yaml
route_batch_02,ebf3_spool_brake_washer,ebf3_wire_feeder,existing_route_as_leaf,0.08,0.04,0.16,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,fastener_kit_medium,likely_reuse,Generic washer/fastener kit is acceptable unless material is special.,,kb/items/parts/ebf3_spool_brake_washer.yaml
route_batch_03,ebf3_spool_hub,ebf3_wire_feeder,existing_route_as_leaf,0.6,0.3,1.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_spool_hub.yaml
route_batch_04,ebf3_spool_retaining_ring,ebf3_wire_feeder,existing_route_as_leaf,0.03,0.015,0.06,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_spool_retaining_ring.yaml
route_batch_01,ebf3_spool_support_shaft,ebf3_wire_feeder,existing_route_as_leaf,0.5,0.25,1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,stiffness/tolerance/interface fit,steel_shaft,accuracy_risk,"Length, diameter, finish, and straightness need scaling.",,kb/items/parts/ebf3_spool_support_shaft.yaml
route_batch_02,ebf3_wire_feed_motor_clamp_insulator,ebf3_wire_feeder,existing_route_as_leaf,0.2,0.066,0.6,unit,discrete,insulator,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; motion tolerance/load/lubrication; stiffness/tolerance/interface fit,stepper_motor_precision,accuracy_risk,"Torque, vacuum compatibility, encoder, and insulation need review.",,kb/items/parts/ebf3_wire_feed_motor_clamp_insulator.yaml
route_batch_03,ebf3_wire_feeder_base_stiffener,ebf3_wire_feeder,existing_route_as_leaf,0.4,0.2,0.8,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feeder_base_stiffener.yaml
route_batch_04,ebf3_wire_inlet_guide,ebf3_wire_feeder,existing_route_as_leaf,0.15,0.06,0.375,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_inlet_guide.yaml
route_batch_01,ebf3_wire_outlet_guide_tube,ebf3_wire_feeder,existing_route_as_leaf,0.25,0.1,0.625,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_outlet_guide_tube.yaml
route_batch_02,ebf3_wire_feeder_base_mounting_slot_set,ebf3_wire_feeder_base,existing_route_as_leaf,0.36,0.18,0.72,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feeder_base_mounting_slot_set.yaml
route_batch_03,ebf3_wire_feeder_base_plate,ebf3_wire_feeder_base,existing_route_as_leaf,1.8,0.9,3.6,unit,discrete,metal,steel_plate,aluminum_plate,"Select by stiffness, flatness, thermal exposure, and manufacturability.",stiffness/tolerance/interface fit,metal_sheet_or_plate,accuracy_risk,Stock is not a same-level replacement; use for material/process only.,,kb/items/parts/ebf3_wire_feeder_base_plate.yaml
route_batch_04,ebf3_wire_feeder_base_standoff_set,ebf3_wire_feeder_base,existing_route_as_leaf,0.7,0.35,1.4,unit,discrete,metal,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feeder_base_standoff_set.yaml
route_batch_01,ebf3_wire_feeder_feedthrough_flange,ebf3_wire_feeder_feedthrough_connector,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_wire_feeder_feedthrough_flange.yaml
route_batch_02,ebf3_wire_feeder_feedthrough_insulator_body,ebf3_wire_feeder_feedthrough_connector,existing_route_as_leaf,0.18,0.0594,0.54,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_wire_feeder_feedthrough_insulator_body.yaml
route_batch_03,ebf3_wire_feeder_feedthrough_motor_power_pin_set,ebf3_wire_feeder_feedthrough_connector,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing; motion tolerance/load/lubrication,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_wire_feeder_feedthrough_motor_power_pin_set.yaml
route_batch_04,ebf3_wire_feeder_feedthrough_shield_termination_interface,ebf3_wire_feeder_feedthrough_connector,existing_route_as_leaf,0.03,0.0099,0.09,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_wire_feeder_feedthrough_shield_termination_interface.yaml
route_batch_01,ebf3_wire_feeder_feedthrough_signal_pin_set,ebf3_wire_feeder_feedthrough_connector,existing_route_as_leaf,0.04,0.0132,0.12,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,voltage/current/dielectric rating; vacuum leak rate/outgassing,electrical_feedthrough_vacuum,accuracy_risk,"Vacuum seal, pin, dielectric, and voltage rating are fidelity-critical.",,kb/items/parts/ebf3_wire_feeder_feedthrough_signal_pin_set.yaml
route_batch_02,ebf3_wire_feeder_gun_bracket_alignment_pin_set,ebf3_wire_feeder_mount_to_gun_bracket,existing_route_as_leaf,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feeder_gun_bracket_alignment_pin_set.yaml
route_batch_03,ebf3_wire_feeder_gun_bracket_body,ebf3_wire_feeder_mount_to_gun_bracket,existing_route_as_leaf,0.8,0.264,2.4,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_feeder_gun_bracket_body.yaml
route_batch_04,ebf3_wire_feeder_gun_bracket_fastener_interface_set,ebf3_wire_feeder_mount_to_gun_bracket,existing_route_as_leaf,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,fastener_kit_medium,likely_reuse,Generic fastener kit is acceptable for non-precision interfaces.,,kb/items/parts/ebf3_wire_feeder_gun_bracket_fastener_interface_set.yaml
route_batch_01,ebf3_wire_spool_core,ebf3_wire_spool,existing_route_as_leaf,0.35,0.175,0.7,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_spool_core.yaml
route_batch_02,ebf3_wire_spool_flange_set,ebf3_wire_spool,existing_route_as_leaf,0.35,0.175,0.7,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_spool_flange_set.yaml
route_batch_03,ebf3_wire_spool_retention_feature_set,ebf3_wire_spool,existing_route_as_leaf,0.1,0.05,0.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,basic function/material/scale,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_wire_spool_retention_feature_set.yaml
route_batch_04,ebf3_z_axis_brake_mount,ebf3_z_axis_brake,existing_route_as_leaf,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_z_axis_brake_mount.yaml
route_batch_01,ebf3_z_axis_counterbalance_anchor_set,ebf3_z_axis_counterbalance,existing_route_as_leaf,0.25,0.1,0.625,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_z_axis_counterbalance_anchor_set.yaml
route_batch_02,ebf3_z_axis_counterbalance_guide_or_link,ebf3_z_axis_counterbalance,existing_route_as_leaf,0.2,0.08,0.5,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_z_axis_counterbalance_guide_or_link.yaml
route_batch_03,ebf3_z_axis_counterbalance_metal_spring_element,ebf3_z_axis_counterbalance_force_element,implemented_split_child,0.35,,,unit,discrete,metal,metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,metal_spring_counterbalance_baseline,kb/items/parts/ebf3_z_axis_counterbalance_metal_spring_element.yaml
route_batch_04,ebf3_z_axis_counterbalance_preload_adjustment_interface,ebf3_z_axis_counterbalance_force_element,implemented_split_child,0.08,,,unit,discrete,metal,metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,metal_spring_counterbalance_baseline,kb/items/parts/ebf3_z_axis_counterbalance_preload_adjustment_interface.yaml
route_batch_01,ebf3_z_axis_counterbalance_spring_end_seat_set,ebf3_z_axis_counterbalance_force_element,implemented_split_child,0.12,,,unit,discrete,metal,metal,,Child material is only a coarse hint from the implemented split; worker must choose a simulation material or import decision.,"derive from item name, parent function, and split plan; keep HV/vacuum/thermal/magnetic/motion gates explicit",,,,metal_spring_counterbalance_baseline,kb/items/parts/ebf3_z_axis_counterbalance_spring_end_seat_set.yaml
