batch,item_id,parent_ids,disposition,confidence,reason,checked_refs,next_action
12,ebf3_power_electronics_thermal_interface_set,ebf3_power_electronics_thermal_management,expand_but_flag,medium,"thermal_interface_material is same broad TIM material with a local recipe, but EBF3 interface set mass, pad/grease geometry, temperature, outgassing, pressure, and filler assumptions are hidden.",readiness_csv; item_yaml; candidate_item_yaml; recipe_thermal_interface_material_v0,Use only as TIM material sensitivity proxy; keep thermal/vacuum interface risk flagged.
12,ebf3_power_input_gland_body,ebf3_power_input_cable_gland,keep_ebf3_leaf,medium,"No same-level KB candidate. Gland body may be simple metal, but cable diameter, seal compression, thread/flange geometry, strain relief, and enclosure boundary assumptions are unresolved.",readiness_csv; item_yaml,Keep EBF3 gland-body leaf; review as cable-gland hardware before local closure.
13,ebf3_power_input_gland_seal,ebf3_power_input_cable_gland,expand_but_flag,medium,vacuum_seal_assembly is only a coarse seal proxy and hides leak rate material compatibility and gland geometry so wrong reuse would understate import and local capability risk,readiness_row_241;ebf3_existing_item_replacement_register.md;ebf3_power_input_gland_seal.yaml;vacuum_seal_assembly.yaml;recipe_vacuum_seal_assembly_v0.yaml,Use only as sensitivity proxy; keep EBF3 seal requirement flagged
13,ebf3_pressure_adjustment_knob_body,ebf3_pressure_adjustment_knob,keep_ebf3_leaf,high,no same-level KB candidate found; simple knob body is low risk but local_ok requires an explicit matching KB recipe,readiness_row_242;ebf3_pressure_adjustment_knob_body.yaml;ebf3_source_table_mappings.md;wire_feeder_level_2_audit.md,Retain EBF3 leaf until a small knob body material route is chosen
13,ebf3_pressure_adjustment_threaded_insert,ebf3_pressure_adjustment_knob,keep_ebf3_leaf,high,no same-level KB candidate found; threaded insert material and thread fit are not represented by an existing item,readiness_row_243;ebf3_pressure_adjustment_threaded_insert.yaml;ebf3_source_table_mappings.md;wire_feeder_level_2_audit.md,Retain EBF3 leaf until a generic threaded insert route is justified
13,ebf3_pressure_spring,ebf3_wire_feeder,keep_ebf3_leaf,high,no same-level KB candidate found; spring rate alloy and heat treatment affect feeder force and cannot be hidden in a generic metal part,readiness_row_244;ebf3_pressure_spring.yaml;ebf3_source_table_mappings.md;wire_feeder_level_2_audit.md,Retain EBF3 spring leaf and later decide spring steel or import
13,ebf3_primary_transformer_core,ebf3_primary_isolation_transformer,expand_but_flag,medium,transformer_core is same component class but its recipe hides EBF3 core geometry magnetic steel grade lamination thickness and insulation assumptions,readiness_row_245;ebf3_primary_transformer_core.yaml;transformer_core.yaml;recipe_transformer_core_v0.yaml,Use transformer_core only as sensitivity proxy for core mass and energy
13,ebf3_primary_transformer_insulation_set,ebf3_primary_isolation_transformer,keep_ebf3_leaf,high,high_voltage_transformer is a whole transformer not the insulation set; using it would hide dielectric margin and overcount mass energy,readiness_row_246;ebf3_primary_transformer_insulation_set.yaml;high_voltage_transformer.yaml;recipe_high_voltage_transformer_v0.yaml,Retain EBF3 insulation leaf until insulation material and voltage rating are explicit
13,ebf3_primary_transformer_mount,ebf3_primary_isolation_transformer,keep_ebf3_leaf,high,high_voltage_transformer is wrong level for a mount; mount stiffness isolation and interface geometry remain separate assumptions,readiness_row_247;ebf3_primary_transformer_mount.yaml;high_voltage_transformer.yaml;recipe_high_voltage_transformer_v0.yaml,Retain EBF3 mount leaf and evaluate a structural or insulating mount route later
13,ebf3_primary_transformer_winding_set,ebf3_primary_isolation_transformer,keep_ebf3_leaf,high,high_voltage_transformer is a whole assembly not a winding set; turns ratio conductor material insulation and current rating are hidden,readiness_row_248;ebf3_primary_transformer_winding_set.yaml;high_voltage_transformer.yaml;recipe_high_voltage_transformer_v0.yaml,Retain EBF3 winding leaf until winding recipe parameters are explicit
13,ebf3_realtime_processor_board,ebf3_realtime_control_processor,keep_ebf3_leaf,high,no same-level KB candidate found; electronics board capability and software hardware assumptions would strongly affect import mass and lunar manufacturability,readiness_row_249;ebf3_realtime_processor_board.yaml;ebf3_existing_item_replacement_register.md,Retain EBF3 board leaf and later decide explicit electronics import or decomposition
13,ebf3_realtime_processor_connector_set,ebf3_realtime_control_processor,expand_but_flag,high,connector_electrical_multi_pin is same broad connector class but register marks not_enough_accuracy because pin count shielding rating and environment are hidden,readiness_row_250;ebf3_existing_item_replacement_register.md;ebf3_realtime_processor_connector_set.yaml;connector_electrical_multi_pin.yaml;recipe_connector_electrical_multi_pin_v0.yaml,Use connector item only as sensitivity proxy; do not approve exact replacement
13,ebf3_ripple_inductor_core,ebf3_ripple_damping_inductor,keep_ebf3_leaf,high,inductor_filter_large is a whole inductor not the core; per-leaf replacement would double count assembly mass and hide magnetic core assumptions,readiness_row_251;ebf3_ripple_inductor_core.yaml;inductor_filter_large.yaml;recipe_inductor_filter_large_v0.yaml,Retain EBF3 core leaf; evaluate parent-level inductor proxy separately if needed
13,ebf3_ripple_inductor_insulation_set,ebf3_ripple_damping_inductor,keep_ebf3_leaf,high,inductor_filter_large is wrong level for insulation; dielectric and thermal assumptions affect local capability and cannot be inferred from the coarse item,readiness_row_252;ebf3_ripple_inductor_insulation_set.yaml;inductor_filter_large.yaml;recipe_inductor_filter_large_v0.yaml,Retain EBF3 insulation leaf until coil insulation route is explicit
13,ebf3_ripple_inductor_mount,ebf3_ripple_damping_inductor,keep_ebf3_leaf,high,inductor_filter_large is a whole assembly not a mount; using it would distort import mass and manufacturing energy,readiness_row_253;ebf3_ripple_inductor_mount.yaml;inductor_filter_large.yaml;recipe_inductor_filter_large_v0.yaml,Retain EBF3 mount leaf and map only if a same-level bracket or mount candidate exists
13,ebf3_ripple_inductor_winding,ebf3_ripple_damping_inductor,keep_ebf3_leaf,high,inductor_filter_large is not a winding leaf; conductor gauge turns insulation and current rating are hidden,readiness_row_254;ebf3_ripple_inductor_winding.yaml;inductor_filter_large.yaml;recipe_inductor_filter_large_v0.yaml,Retain EBF3 winding leaf until winding recipe parameters are explicit
13,ebf3_rotary_axis_bearing_inner_ring,ebf3_rotary_axis_bearing,keep_ebf3_leaf,high,bearing_set_heavy is a complete bearing set not an inner ring; per-leaf reuse would hide runout race geometry lubrication and vacuum compatibility,readiness_row_255;ebf3_rotary_axis_bearing_inner_ring.yaml;bearing_set_heavy.yaml;recipe_bearing_set_heavy_v0.yaml;bearing_set_heavy_production_v0.yaml,Retain EBF3 ring leaf; consider bearing_set_heavy only at parent bearing level
13,ebf3_rotary_axis_bearing_outer_ring,ebf3_rotary_axis_bearing,keep_ebf3_leaf,high,bearing_set_heavy is a whole bearing set not an outer ring; local precision grinding exists but does not preserve EBF3 race geometry,readiness_row_256;ebf3_rotary_axis_bearing_outer_ring.yaml;bearing_set_heavy.yaml;recipe_bearing_set_heavy_v0.yaml;bearing_set_heavy_production_v0.yaml,Retain EBF3 ring leaf; avoid per-component replacement by whole bearing
13,ebf3_rotary_axis_bearing_retainer,ebf3_rotary_axis_bearing,keep_ebf3_leaf,high,bearing_set_heavy is wrong level for retainer; cage geometry lubrication and vacuum material assumptions are hidden,readiness_row_257;ebf3_rotary_axis_bearing_retainer.yaml;bearing_set_heavy.yaml;recipe_bearing_set_heavy_v0.yaml;bearing_set_heavy_production_v0.yaml,Retain EBF3 retainer leaf until cage or retainer route exists
13,ebf3_rotary_axis_bearing_rolling_element_set,ebf3_rotary_axis_bearing,keep_ebf3_leaf,high,bearing_set_heavy is a whole set not rolling elements only; ball or roller grade surface finish and vacuum lubrication assumptions remain unresolved,readiness_row_258;ebf3_rotary_axis_bearing_rolling_element_set.yaml;bearing_set_heavy.yaml;recipe_bearing_set_heavy_v0.yaml;bearing_set_heavy_production_v0.yaml,Retain EBF3 rolling-element leaf; parent-level proxy may be reviewed separately
13,ebf3_rotary_axis_table_hub,ebf3_rotary_axis_table,keep_ebf3_leaf,high,no same-level KB candidate found; hub runout bearing fit and drive coupling geometry are precision-motion assumptions,readiness_row_259;ebf3_rotary_axis_table_hub.yaml;four_axis_positioning_level_2_audit.md;ebf3_source_table_mappings.md,Retain EBF3 hub leaf until a precision hub recipe or parent table proxy is reviewed
13,ebf3_rotary_axis_table_mounting_pattern,ebf3_rotary_axis_table,keep_ebf3_leaf,high,no same-level KB candidate found; datum and mounting pattern tolerances affect rotary positioning and should not be collapsed into generic metal mass,readiness_row_260;ebf3_rotary_axis_table_mounting_pattern.yaml;four_axis_positioning_level_2_audit.md;ebf3_source_table_mappings.md,Retain EBF3 mounting-pattern leaf until datum feature route is explicit
14,ebf3_rotary_axis_table_plate,ebf3_rotary_axis_table,expand_but_flag,medium,metal_sheet_or_plate is only stock/material proxy; table flatness bolt pattern thermal distortion and motion interface can shift lunar process energy and reject rate if treated as finished local part,kb/items/parts/ebf3_rotary_axis_table_plate.yaml;kb/items/parts/metal_sheet_or_plate.yaml;recipe_metal_sheet_or_plate_v0,Use candidate only as material/process sensitivity proxy; retain EBF3 mass and flag precision plate closure
14,ebf3_rotary_encoder_read_head,ebf3_rotary_encoder,expand_but_flag,medium,encoder_rotary_incremental is whole encoder/import-style proxy not read head; resolution vacuum mounting and electronics assumptions affect import mass and lunar capability if collapsed,kb/items/parts/ebf3_rotary_encoder_read_head.yaml;kb/items/parts/encoder_rotary_incremental.yaml;recipe_encoder_rotary_incremental_v0,Use as encoder electronics sensitivity proxy only; keep EBF3 leaf unresolved
14,ebf3_rotary_encoder_scale_ring,ebf3_rotary_encoder,expand_but_flag,medium,whole encoder candidate is not same component as precision scale ring; glass pattern accuracy and mounting are hidden and can affect precision-motion closure,kb/items/parts/ebf3_rotary_encoder_scale_ring.yaml;kb/items/parts/encoder_rotary_incremental.yaml;recipe_encoder_rotary_incremental_v0,Use whole-encoder candidate only for sensitivity; retain scale-ring leaf
14,ebf3_rotary_worm_shaft,ebf3_four_axis_positioning_system,expand_but_flag,medium,worm_gear_set_v0 is broader gear-set proxy; shaft thread profile bearing seats lubrication and finish are precision-motion assumptions,kb/items/parts/ebf3_rotary_worm_shaft.yaml;kb/items/parts/worm_gear_set_v0.yaml;recipe_worm_gear_set_v0,Proxy against worm gear manufacturing only; keep shaft-specific EBF3 leaf
14,ebf3_rotary_worm_wheel,ebf3_four_axis_positioning_system,expand_but_flag,medium,worm_gear_set_v0 is broad gear-set route; wheel tooth geometry material pairing backlash and lubrication drive precision-motion risk,kb/items/parts/ebf3_rotary_worm_wheel.yaml;kb/items/parts/worm_gear_set_v0.yaml;recipe_worm_gear_set_v0,Proxy against gear manufacturing only; keep wheel-specific EBF3 leaf
14,ebf3_safety_logic_board,ebf3_safety_blocking_logic,keep_ebf3_leaf,high,no same-level KB candidate; electronic safety logic hides circuit design qualification and interlock behavior so local/import impact cannot be inferred,kb/items/parts/ebf3_safety_logic_board.yaml;readiness:no_candidate,Retain trusted EBF3 leaf pending electronics/import decision
14,ebf3_safety_relay_or_interlock_set,ebf3_safety_blocking_logic,keep_ebf3_leaf,high,no same-level KB candidate; relay/interlock ratings fail-safe behavior and certification assumptions affect capability if guessed,kb/items/parts/ebf3_safety_relay_or_interlock_set.yaml;readiness:no_candidate,Retain trusted EBF3 leaf pending safety hardware breakdown
14,ebf3_sectioned_hv_step_up_transformer,ebf3_hv_section_module_set,expand_but_flag,medium,high_voltage_transformer is same broad function but not sectioned EBF HV module; winding geometry insulation section topology and potting assumptions affect HV closure and energy,kb/items/parts/ebf3_sectioned_hv_step_up_transformer.yaml;kb/items/parts/high_voltage_transformer.yaml;recipe_high_voltage_transformer_v0,Use as HV transformer sensitivity proxy only; keep sectioned EBF3 leaf
14,ebf3_sensor_interface_board,ebf3_sensor_interface_module,keep_ebf3_leaf,high,no same-level KB candidate; sensor interface electronics hide board fabrication components and lunar electronics capability,kb/items/parts/ebf3_sensor_interface_board.yaml;readiness:no_candidate,Retain trusted EBF3 leaf pending electronics/import decision
14,ebf3_sensor_interface_connector_set,ebf3_sensor_interface_module,expand_but_flag,medium,connector_electrical_multi_pin is broad connector recipe; pin count shielding rating and environment are hidden and register marks candidate not accurate enough,kb/items/parts/ebf3_sensor_interface_connector_set.yaml;kb/items/parts/connector_electrical_multi_pin.yaml;recipe_connector_electrical_multi_pin_v0;ebf3_existing_item_replacement_register.md,Use connector candidate only as sensitivity proxy; retain EBF3 connector leaf
14,ebf3_sensor_interface_shield,ebf3_sensor_interface_module,keep_ebf3_leaf,high,no same-level KB candidate; shield material and EMI/HV adjacency assumptions affect electronics reliability and cannot be collapsed to generic metal,kb/items/parts/ebf3_sensor_interface_shield.yaml;readiness:no_candidate,Retain trusted EBF3 leaf and choose material later
14,ebf3_sensor_signal_conditioning_front_end,ebf3_sensor_interface_module,keep_ebf3_leaf,high,no same-level KB candidate; analog front-end electronics hide precision components calibration and import/local electronics assumptions,kb/items/parts/ebf3_sensor_signal_conditioning_front_end.yaml;readiness:no_candidate,Retain EBF3 leaf pending electronics/import decision
14,ebf3_spatter_shield_mounting_tab_set,ebf3_spatter_shielding,keep_ebf3_leaf,medium,no same-level KB candidate; simple metal likely but mounting geometry and thermal/spatter exposure are not represented by an approved KB replacement,kb/items/parts/ebf3_spatter_shield_mounting_tab_set.yaml;readiness:no_candidate,Retain EBF3 leaf; later map to chosen metal fabrication route if needed
14,ebf3_spatter_shield_retainer_set,ebf3_spatter_shielding,keep_ebf3_leaf,medium,no same-level KB candidate; retainer load temperature and shield interface are still EBF3-specific at this resolution,kb/items/parts/ebf3_spatter_shield_retainer_set.yaml;readiness:no_candidate,Retain EBF3 leaf; later map to metal hardware route if needed
14,ebf3_spool_brake_adjuster_knob,ebf3_spool_brake_adjuster,keep_ebf3_leaf,medium,no same-level KB candidate; likely simple hardware but material and insulation/heat assumptions are not encoded by an existing replacement,kb/items/parts/ebf3_spool_brake_adjuster_knob.yaml;readiness:no_candidate,Retain EBF3 leaf; later choose steel or ceramic route
14,ebf3_spool_brake_washer,ebf3_wire_feeder,expand_but_flag,medium,fastener_kit_medium contains washers but is not same function; friction wear and surface behavior are part of spool brake performance and register marks candidate not accurate enough,kb/items/parts/ebf3_spool_brake_washer.yaml;kb/items/parts/fastener_kit_medium.yaml;recipe_fastener_kit_medium_assembly_v0;ebf3_existing_item_replacement_register.md,Use fastener kit only as washer mass/process sensitivity proxy; keep brake-washer leaf
14,ebf3_spool_hub,ebf3_wire_feeder,keep_ebf3_leaf,high,no same-level KB candidate; hub bore rotation bearing/bushing assumptions would affect wire-feed capability if guessed,kb/items/parts/ebf3_spool_hub.yaml;readiness:no_candidate,Retain EBF3 hub leaf pending shaft/hub design detail
14,ebf3_spool_retaining_ring,ebf3_wire_feeder,keep_ebf3_leaf,high,no same-level KB candidate; groove geometry spring behavior and retaining function are not covered by a trusted KB part,kb/items/parts/ebf3_spool_retaining_ring.yaml;readiness:no_candidate,Retain EBF3 retaining-ring leaf
14,ebf3_spool_support_shaft,ebf3_wire_feeder,expand_but_flag,medium,steel_shaft is same broad shaft class with local machining route but length bearing seats finish and straightness are hidden and can affect wire-feed reliability,kb/items/parts/ebf3_spool_support_shaft.yaml;kb/items/parts/steel_shaft.yaml;recipe_steel_shaft_v0,Use steel_shaft as sensitivity proxy only; keep EBF3 shaft mass and precision flag
14,ebf3_substrate_clamp_insulating_pad_set,ebf3_substrate_clamp,keep_ebf3_leaf,high,no same-level KB candidate; ceramic pad dielectric thermal contact and beam-current return assumptions are EBF-specific and affect lunar manufacture/import choice,kb/items/parts/ebf3_substrate_clamp_insulating_pad_set.yaml;recipe_alumina_ceramic_v0;recipe_porcelain_insulator_v0;recipe_fused_silica_v0,Retain EBF3 leaf; later choose ceramic/silica material route explicitly
15,ebf3_substrate_clamp_jaw_set,ebf3_substrate_clamp,keep_ebf3_leaf,high,No same-level KB candidate; clamp jaw contact geometry and tolerance affect fixture mass and manufacturing energy if collapsed to stock metal,readiness_csv_row_281;replacement_register_no_exact_row;kb/items/parts/ebf3_substrate_clamp_jaw_set.yaml,Retain EBF3 leaf and later assign material/process route
15,ebf3_tank_side_bushing_cable_socket_interface,ebf3_tank_side_hv_output_bushing,keep_ebf3_leaf,high,Assembled cable harness is wrong functional object; HV socket geometry stress control and seal boundary affect lunar capability and import mass,readiness_csv_row_282;replacement_register_rows_123-124;kb/items/parts/ebf3_tank_side_bushing_cable_socket_interface.yaml;kb/items/parts/assembled_cable_harness.yaml;kb/recipes/recipe_assembled_cable_harness_v0.yaml,Retain EBF3 leaf and decompose HV connector/feedthrough assumptions
15,ebf3_tank_side_bushing_central_conductor,ebf3_tank_side_hv_output_bushing,keep_ebf3_leaf,high,Electrical wire stock is wrong functional object; bushing conductor surface field termination and sealing constraints are hidden,readiness_csv_row_283;replacement_register_row_123;kb/items/parts/ebf3_tank_side_bushing_central_conductor.yaml;kb/items/materials/electrical_wire_and_connectors.yaml;kb/recipes/recipe_electrical_wire_and_connectors_v0.yaml,Retain EBF3 leaf and decide conductor material plus HV finish
15,ebf3_tank_side_bushing_field_grading_shield,ebf3_tank_side_hv_output_bushing,keep_ebf3_leaf,high,No same-level KB candidate; field grading geometry is a core HV assumption and wrong substitution would understate dielectric risk,readiness_csv_row_284;replacement_register_no_exact_row;kb/items/parts/ebf3_tank_side_bushing_field_grading_shield.yaml,Retain EBF3 leaf and resolve shield geometry/material
15,ebf3_tank_side_bushing_insulator_body,ebf3_tank_side_hv_output_bushing,keep_ebf3_leaf,high,No same-level KB candidate; ceramic body hides creepage dielectric and vacuum/oil sealing assumptions if reduced to generic material,readiness_csv_row_285;replacement_register_no_exact_row;kb/items/parts/ebf3_tank_side_bushing_insulator_body.yaml,Retain EBF3 leaf and resolve HV ceramic readiness
15,ebf3_tank_side_bushing_mounting_flange,ebf3_tank_side_hv_output_bushing,keep_ebf3_leaf,high,No same-level KB candidate; flange seal groove and tank interface affect vacuum/HV boundary and fabrication energy,readiness_csv_row_286;replacement_register_no_exact_row;kb/items/parts/ebf3_tank_side_bushing_mounting_flange.yaml,Retain EBF3 leaf and define flange process route
15,ebf3_thermal_imager_housing,ebf3_thermal_imaging_monitoring_system,expand_but_flag,medium,Electrical enclosure is only a coarse metal housing process proxy; thermal camera geometry and mass are not represented,readiness_csv_row_287;replacement_register_no_exact_row;kb/items/parts/ebf3_thermal_imager_housing.yaml;kb/items/parts/enclosure_electrical_medium.yaml;kb/recipes/recipe_enclosure_electrical_medium_v0.yaml;kb/recipes/recipe_enclosure_electrical_medium_regolith_v1.yaml,Use EBF3 mass and flag housing geometry/thermal sensitivity
15,ebf3_thermal_imager_lens_assembly,ebf3_thermal_imaging_monitoring_system,keep_ebf3_leaf,high,Magnifying lens is not same-function for thermal imaging; wavelength material coating and vacuum thermal assumptions could flip import/local result,readiness_csv_row_288;replacement_register_no_exact_row;kb/items/parts/ebf3_thermal_imager_lens_assembly.yaml;kb/items/parts/lens_assembly_magnifying_v0.yaml;kb/recipes/recipe_lens_assembly_magnifying_v0.yaml,Retain EBF3 leaf and decide thermal-optic material
15,ebf3_thermal_imager_processing_board,ebf3_thermal_imaging_monitoring_system,keep_ebf3_leaf,high,No same-level KB candidate; electronics function and thermal camera processing capability are hidden and likely affect import mass,readiness_csv_row_289;replacement_register_no_exact_row;kb/items/parts/ebf3_thermal_imager_processing_board.yaml,Retain EBF3 leaf and later encode electronics import/decomposition
15,ebf3_thermal_imager_sensor_module,ebf3_thermal_imaging_monitoring_system,keep_ebf3_leaf,high,No same-level KB candidate; thermal sensor fabrication is a high-risk electronics/optics assumption not captured by coarse materials,readiness_csv_row_290;replacement_register_no_exact_row;kb/items/parts/ebf3_thermal_imager_sensor_module.yaml,Retain EBF3 leaf and later encode detector import/decomposition
15,ebf3_thermal_isolation_standoff_body_set,ebf3_thermal_isolation_standoffs,keep_ebf3_leaf,high,No same-level KB candidate; standoff material controls thermal isolation and possible electrical isolation so local closure is unproven,readiness_csv_row_291;replacement_register_no_exact_row;kb/items/parts/ebf3_thermal_isolation_standoff_body_set.yaml,Retain EBF3 leaf and choose ceramic/metal route
15,ebf3_thermal_isolation_standoff_fastener_interface_set,ebf3_thermal_isolation_standoffs,keep_ebf3_leaf,high,Thermal interface material is a wrong-level material proxy for a mechanical interface; using it would hide washer/fastener geometry and material,readiness_csv_row_292;replacement_register_no_exact_row;kb/items/parts/ebf3_thermal_isolation_standoff_fastener_interface_set.yaml;kb/items/materials/thermal_interface_material.yaml;kb/recipes/recipe_thermal_interface_material_v0.yaml,Retain EBF3 leaf and decide whether interface is metal or ceramic
15,ebf3_thermal_isolation_standoff_washer_set,ebf3_thermal_isolation_standoffs,keep_ebf3_leaf,high,Fastener kit is not safe because this washer set is an insulating/thermal isolation element; steel kit would misstate local capability,readiness_csv_row_293;replacement_register_no_exact_row;kb/items/parts/ebf3_thermal_isolation_standoff_washer_set.yaml;kb/items/parts/fastener_kit_medium.yaml;kb/recipes/recipe_fastener_kit_medium_assembly_v0.yaml,Retain EBF3 leaf and define insulating washer material
15,ebf3_timebase_oscillator_module,ebf3_data_logger_timebase,keep_ebf3_leaf,high,No same-level KB candidate; precision oscillator electronics are hidden and wrong local manufacture would undercount Earth import,readiness_csv_row_294;replacement_register_no_exact_row;kb/items/parts/ebf3_timebase_oscillator_module.yaml,Retain EBF3 leaf and later encode electronics import/decomposition
15,ebf3_transformer_insulation_barrier_set,ebf3_transformer_insulation_spacers,keep_ebf3_leaf,high,High-voltage transformer is a whole assembly not an insulation barrier; recipe composition would hide dielectric spacer material and overstate mass/energy,readiness_csv_row_295;replacement_register_no_exact_row;kb/items/parts/ebf3_transformer_insulation_barrier_set.yaml;kb/items/parts/high_voltage_transformer.yaml;kb/recipes/recipe_high_voltage_transformer_v0.yaml,Retain EBF3 leaf and resolve oil-side insulation material
15,ebf3_transformer_spacer_post_set,ebf3_transformer_insulation_spacers,keep_ebf3_leaf,high,High-voltage transformer is not same-level for spacer posts; using it would mix core/winding closure into a dielectric support item,readiness_csv_row_296;replacement_register_no_exact_row;kb/items/parts/ebf3_transformer_spacer_post_set.yaml;kb/items/parts/high_voltage_transformer.yaml;kb/recipes/recipe_high_voltage_transformer_v0.yaml,Retain EBF3 leaf and resolve post material/rating
15,ebf3_visible_camera_housing,ebf3_visible_camera,keep_ebf3_leaf,medium,Machine vision camera is a whole camera not housing; substitution would double-count electronics/lens and hide housing fabrication,readiness_csv_row_297;replacement_register_no_exact_row;kb/items/parts/ebf3_visible_camera_housing.yaml;kb/items/parts/machine_vision_camera_v0.yaml;kb/recipes/recipe_machine_vision_camera_v0.yaml,Retain EBF3 housing leaf or use only a separate housing proxy later
15,ebf3_visible_camera_lens_assembly,ebf3_visible_camera,keep_ebf3_leaf,high,Machine vision camera is wrong level for lens assembly; optical tolerance and thermal/vacuum exposure remain separate assumptions,readiness_csv_row_298;replacement_register_no_exact_row;kb/items/parts/ebf3_visible_camera_lens_assembly.yaml;kb/items/parts/machine_vision_camera_v0.yaml;kb/recipes/recipe_machine_vision_camera_v0.yaml,Retain EBF3 leaf and resolve optical route
15,ebf3_visible_camera_sensor_module,ebf3_visible_camera,keep_ebf3_leaf,high,Machine vision camera includes lens and gasket and is not same-level for sensor electronics; import/local electronics closure would be hidden,readiness_csv_row_299;replacement_register_no_exact_row;kb/items/parts/ebf3_visible_camera_sensor_module.yaml;kb/items/parts/machine_vision_camera_v0.yaml;kb/recipes/recipe_machine_vision_camera_v0.yaml,Retain EBF3 leaf and later encode sensor import/decomposition
15,ebf3_wire_feed_control_board,ebf3_wire_feed_control_module,keep_ebf3_leaf,high,No same-level KB candidate; control board electronics capability affects import mass and cannot be inferred from coarse KB parts,readiness_csv_row_300;replacement_register_no_exact_row;kb/items/parts/ebf3_wire_feed_control_board.yaml,Retain EBF3 leaf and later encode electronics import/decomposition
16,ebf3_wire_feed_control_connector_set,ebf3_wire_feed_control_module,expand_but_flag,medium,Same function connector candidate exists but pin count shielding rating and environment are hidden so lunar local closure could be false,readiness_row_301|register:not_enough_accuracy|kb/items/parts/ebf3_wire_feed_control_connector_set.yaml|kb/items/parts/connector_electrical_multi_pin.yaml|kb/recipes/recipe_connector_electrical_multi_pin_v0.yaml,Use connector candidate only as flagged sensitivity proxy and preserve EBF3 leaf for trusted BOM
16,ebf3_wire_feed_control_shield,ebf3_wire_feed_control_module,keep_ebf3_leaf,high,No same level KB candidate and shield function may encode EMI or electrical environment assumptions,readiness_row_302|kb/items/parts/ebf3_wire_feed_control_shield.yaml,Retain EBF3 leaf until shield material and route are chosen
16,ebf3_wire_feed_drive_roll_body,ebf3_wire_feed_drive_roll,keep_ebf3_leaf,high,No same level KB candidate and drive roll geometry affects feed force wear and energy if generalized,readiness_row_303|kb/items/parts/ebf3_wire_feed_drive_roll_body.yaml,Retain EBF3 leaf and later assign material/process route
16,ebf3_wire_feed_drive_roll_groove_profile,ebf3_wire_feed_drive_roll,keep_ebf3_leaf,high,No same level KB candidate and groove profile is performance defining for wire contact and feed reliability,readiness_row_304|kb/items/parts/ebf3_wire_feed_drive_roll_groove_profile.yaml,Retain EBF3 leaf
16,ebf3_wire_feed_encoder_sensor_body,ebf3_wire_feed_encoder_sensor,expand_but_flag,medium,Encoder candidate is close mass and same sensing function but hides resolution electronics vacuum mounting and import/local assumptions,readiness_row_305|kb/items/parts/ebf3_wire_feed_encoder_sensor_body.yaml|kb/items/parts/encoder_rotary_incremental.yaml|kb/recipes/recipe_encoder_rotary_incremental_v0.yaml,Use only as flagged encoder sensitivity proxy
16,ebf3_wire_feed_encoder_target,ebf3_wire_feed_encoder_sensor,keep_ebf3_leaf,high,Candidate is a complete encoder while this leaf is a metal target so replacement would falsely add electronics import and energy assumptions,readiness_row_306|kb/items/parts/ebf3_wire_feed_encoder_target.yaml|kb/items/parts/encoder_rotary_incremental.yaml|kb/recipes/recipe_encoder_rotary_incremental_v0.yaml,Retain EBF3 metal target leaf
16,ebf3_wire_feed_gearbox,ebf3_wire_feed_gearmotor,expand_but_flag,medium,Gearbox candidate is same broad function but 35 kg generic route hides torque ratio lubrication sealing and vacuum compatibility,readiness_row_307|kb/items/parts/ebf3_wire_feed_gearbox.yaml|kb/items/parts/gearbox_reducer_small.yaml|kb/recipes/recipe_gearbox_reducer_small_v0.yaml,Use mass-normalized gearbox route only as flagged sensitivity proxy
16,ebf3_wire_feed_idler_arm,ebf3_wire_feed_pressure_arm,keep_ebf3_leaf,high,No same level KB candidate and pivot stiffness wear and vacuum details remain EBF3 specific,readiness_row_308|kb/items/parts/ebf3_wire_feed_idler_arm.yaml,Retain EBF3 leaf
16,ebf3_wire_feed_motor_body,ebf3_wire_feed_gearmotor,expand_but_flag,medium,Stepper candidate is same broad motor function but complete motor route hides torque insulation electronics and vacuum suitability,readiness_row_309|kb/items/parts/ebf3_wire_feed_motor_body.yaml|kb/items/parts/stepper_motor_precision.yaml|kb/recipes/recipe_stepper_motor_precision_v0.yaml,Use only as flagged motor sensitivity proxy
16,ebf3_wire_feed_motor_clamp_insulator,ebf3_wire_feeder,keep_ebf3_leaf,high,Stepper motor candidate is wrong level and would hide dielectric vacuum material and isolation assumptions,readiness_row_310|kb/items/parts/ebf3_wire_feed_motor_clamp_insulator.yaml|kb/items/parts/stepper_motor_precision.yaml|kb/recipes/recipe_stepper_motor_precision_v0.yaml,Retain EBF3 insulator leaf
16,ebf3_wire_feed_motor_driver_stage,ebf3_wire_feed_control_module,keep_ebf3_leaf,high,Stepper motor candidate is not a driver stage and would hide power electronics closure and import mass assumptions,readiness_row_311|kb/items/parts/ebf3_wire_feed_motor_driver_stage.yaml|kb/items/parts/stepper_motor_precision.yaml|kb/recipes/recipe_stepper_motor_precision_v0.yaml,Retain EBF3 driver stage leaf
