source_row_number,item,cad_file,website_status,website_reason,step_export_status,material_primary,material_specificity,function_evidence_basis,mass_evidence_basis,material_evidence_basis,how_to_make_evidence_basis
368,1762,1762_profile_30x30_150,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,"anodized aluminum strut profile; Bosch Rexroth technical data for strut profiles identifies EN AW-6060 / AlMgSi (AW-6063-T66 family) profile material, while the row-matched distributor page states aluminum anodized material for the 30 x 30 mm product.",Specific material,bom_provided,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
369,1763,1763_camera_mount,Useful link,original BOM link is row-specific/useful,matched_existing,"Aluminum product body/plate, with minor included fastening and spirit-level components not separately material-specified.",Specific material,bom_provided,bom_provided,bom_provided,bom_provided
370,1764,1764_mounting_plate,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
371,1765,1765_profile_40x40_150,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,anodized aluminum strut-profile extrusion,Specific material,bom_provided,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
372,1766,1766_dummy_lever_with_bolt,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
373,1767,1767_angle_connection,No link,no original BOM link and no web source recorded in the result,matched_existing,"unknown die-cast metal/alloy, probably an aluminum-family or zinc-family profile-connector alloy",Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
374,1771,1771_seal_ISO 3601-1 - B 0690 G,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"rubber elastomer, exact compound unspecified",Unknown/unspecified material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
375,1772,1772_cover,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown machined metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
376,1773,1773_ot_window_glas,Useful link,research result has independent vendor-spec evidence,matched_existing,"optical glass, exact grade unspecified",Unknown/unspecified material,bom_provided,bom_provided,independent_vendor_spec,engineering_hypothesis
377,1781,1781_aluminium_breadboard_450x600x12.7_MB3030,Useful link,original BOM link is row-specific/useful,matched_existing,black anodized aluminum plate,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
378,1961,1961_mount_ISO_KF_DN40,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown corrosion-resistant metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
379,1962,1962_feedthrough_SKINTOP MULTI-M,Useful link,original BOM link is row-specific/useful,matched_existing,"polycarbonate shell, gel sealing insert, and NBR O-ring",Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
380,4122,4122_radial_shaft_seal_SKF_36X47X7 HMSA10 RG,Useful link,original BOM link is row-specific/useful,matched_existing,"rubber metal reinforced seal: nitrile rubber (NBR/RG compound) sealing lip and outside diameter, mild steel metal insert, and spring steel garter spring",Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
381,4123,4123_vacuum_rotary_feedthrough_PF224010-T,Useful link,research result has independent vendor-spec evidence,matched_existing,"aluminum housing, coated stainless steel shaft, FKM shaft seal, integrated FKM O-ring, and vacuum-compatible lubricated ball bearing",Specific material,bom_provided,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
382,4124,4124_clamp_ISO_KF_DN40,Unusable link,Original BOM link reaches a family/category/configurator page.,matched_existing,aluminum casting clamp body; associated M6 screw and washer are stainless steel when modeling the complete vendor clamp hardware,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
383,4125,4125_bearing_pedestal,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown metal/alloy suitable for a bearing pedestal.,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
384,4131,4131_bearing_pedestal,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown bearing-housing metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
385,4141,4141_part_1,No link,no original BOM link and no web source recorded in the result,matched_existing,alloy steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
386,4142,4142_part_2,No link,no original BOM link and no web source recorded in the result,matched_existing,alloy steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
387,4143,4143_seal_FBL3002-K1,Useful link,research result has independent vendor-spec evidence,matched_existing,Black thermoplastic rubber / TPE/TPV body with black polyamide (PA) bristles.,Specific material,bom_provided,engineering_hypothesis,independent_vendor_spec,bom_provided
388,4153,4153_mount_part_1,No link,no original BOM link and no web source recorded in the result,matched_existing,unknown metal/alloy structural bracket material,Unknown/unspecified material,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
389,4154,4154_mount_part_2,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,"corrosion-resistant steel-family mounting plate, plausibly stainless steel for a DN40 valve interface",Specific material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
390,4162,4162_clamping_ring_ISO_KF_DN40_120BSR040,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel 1.4301/304,Specific material,bom_provided,bom_provided,bom_provided,bom_provided
391,4163,4163_seal_ISO_KF_DN40,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,"unknown ISO-KF seal/centering-ring material set; Wissel family options include stainless steel with FPM, aluminum with NBR, and aluminum with FPM",Unknown/unspecified material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
392,4164,4164_powder_container_2_liter,Useful link,original BOM link is row-specific/useful,matched_existing,stainless steel powder-container body; exact stainless alloy grade not specified,Unknown/unspecified material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
393,4170,4170_powder_chute,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown structural metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
394,9111,9111_foot,Found link,"research result contains at least one web source, but no row-specific vendor-spec evidence was recorded",matched_existing,unknown metal/alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
395,9112,9112_base_plate_120x80x10_M20,No link,no original BOM link and no web source recorded in the result,matched_existing,mild steel,Specific material,bom_provided,bom_provided,bom_provided,engineering_hypothesis
396,41210,41210_bearing_SKF_61905-2RS1,Useful link,original BOM link is row-specific/useful; research result has independent vendor-spec evidence,matched_existing,"Bearing steel rings/rolling elements/cage with nitrile rubber seals; uncoated, grease-lubricated sealed bearing.",Specific material,bom_provided,independent_vendor_spec,independent_vendor_spec,engineering_hypothesis
397,41511,41511_part_1,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,"multi-material hybrid stepper motor: metal housing/shaft/laminations, copper windings, permanent magnet rotor material, bearings, and polymer-insulated cable",Specific material,bom_provided,bom_provided,engineering_hypothesis,engineering_hypothesis
398,41512,41512_part_2,Unusable link,"Original link identifies a parent product/module while this row is a subpart, dummy, or simplified CAD representation.",matched_existing,unknown steel or stainless motor-shaft alloy,Unknown/unspecified material,bom_provided,engineering_hypothesis,engineering_hypothesis,engineering_hypothesis
399,41521,41521_gearbox,Useful link,original BOM link is row-specific/useful,matched_existing,"mixed gearbox materials: unspecified metal housing, hardened steel gear train and keyed shaft/bearing elements, lubricant, and sealing materials",Unknown/unspecified material,bom_provided,bom_provided,engineering_hypothesis,engineering_hypothesis
400,41611,41611_valve_part_1,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,AISI 316L / EN 1.4404 stainless steel with EPDM sealing material,Specific material,bom_provided,engineering_hypothesis,bom_provided,bom_provided
401,41612,41612_valve_part_2,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,AISI 316L / EN 1.4404 stainless steel with EPDM sealing/elastomer component material,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
402,41613,41613_valve_part_3,Unusable link,Original BOM link was stale/broken/not loading.,matched_existing,AISI 316L / EN 1.4404 stainless steel with EPDM elastomer sealing component,Specific material,bom_provided,engineering_hypothesis,bom_provided,engineering_hypothesis
